85,100
31,100
64,100
41,100
64,100
30,100
36,100
39,100
30,100
34,100
32,100
34,100
134,100
52,100
30,100
42,100
37,100
82,100
34,100
19,100
62,100
40,100
22,100
50,100
33,100
42,100
30,100
33,100
34,100
29,100
34,100
38,100
47,100
40,100
27,100
31,100
33,100
52,100
25,100
22,100
37,100
27,100
46,100
20,100
20,100
76,100
26,100
46,100
25,100
38,100
139,100
21,100
30,100
50,100
26,100
28,100
32,100
23,100
36,100
47,100
27,100
28,100
32,100
55,100
28,100
74,100
39,100
32,100
22,100
25,100
28,100
22,100
30,100
28,100
20,100
33,100
46,100
32,100
33,100
36,100
22,100
40,100
20,100
23,100
26,100
28,100
52,100
33,100
32,100
36,100
34,100
32,100
38,100
19,100
23,100
40,100
32,100
38,100
24,100
23,100
25,100
25,100
30,100
26,100
19,100
49,100
54,100
46,100
84,100
26,100
38,100
26,100
50,100
31,100
