31,100
28,100
35,100
28,100
43,100
38,100
38,100
24,100
26,100
31,100
36,100
32,100
54,100
43,100
18,100
18,100
31,100
31,100
33,100
43,100
21,100
66,100
39,100
50,100
81,100
30,100
42,100
25,100
32,100
5,100
32,100
28,100
20,100
40,100
21,100
31,100
32,100
27,100
35,100
37,100
25,100
37,100
40,100
27,100
34,100
25,100
40,100
25,100
42,100
24,100
40,100
22,100
45,100
68,100
30,100
19,100
30,100
31,100
25,100
31,100
36,100
27,100
22,100
22,100
31,100
24,100
26,100
37,100
34,100
34,100
23,100
18,100
22,100
37,100
66,100
24,100
32,100
30,100
47,100
33,100
54,100
34,100
50,100
22,100
30,100
27,100
34,100
30,100
40,100
48,100
33,100
109,100
20,100
25,100
33,100
36,100
35,100
52,100
59,100
30,100
40,100
33,100
46,100
44,100
32,100
48,100
45,100
42,100
