0,3
0,97
0,37
1,27
0,85
1,105
0,76
1,131
0,48
0,58
0,76
0,38
4,133
0,98
3,133
4,144
5,102
7,122
1,72
2,48
6,110
0,44
2,48
4,65
1,52
1,86
0,79
1,47
0,44
4,113
0,47
7,155
3,91
3,56
2,133
3,63
0,61
0,57
2,97
4,93
5,57
3,47
3,129
1,29
2,74
0,39
1,80
0,90
0,47
2,72
3,88
3,123
1,47
3,117
3,130
0,90
0,108
2,73
0,62
0,74
1,34
0,62
2,121
0,58
1,131
3,70
1,86
0,102
1,46
0,73
0,9
0,20
0,83
1,50
1,87
0,44
4,121
1,104
2,109
0,27
0,52
1,75
1,112
1,42
2,67
1,69
3,53
0,76
1,182
0,72
2,106
0,7
1,80
2,68
3,84
1,128
0,104
0,116
0,55
0,46
0,37
5,101
1,37
0,110
5,74
7,105
4,82
2,64
1,61
8,117
8,71
9,122
2,47
0,65
2,81
1,83
6,115
0,52
3,94
1,67
0,84
1,133
1,47
1,58
0,66
0,83
1,96
0,85
1,41
4,128
2,50
2,74
7,65
0,20
3,99
2,63
7,140
1,24
1,59
4,118
1,65
1,17
1,71
7,105
3,105
1,151
0,53
0,54
4,126
1,136
0,30
2,62
0,71
2,82
1,39
0,32
1,76
1,102
0,41
0,39
