0,3
0,40
0,57
0,34
2,105
0,51
0,36
0,77
0,65
1,53
0,48
1,42
0,196
0,269
0,67
4,116
0,138
0,76
0,76
4,110
0,47
5,108
6,88
1,66
0,51
5,94
1,67
5,117
0,32
0,46
0,71
0,91
0,28
0,119
0,60
0,116
0,82
1,86
0,121
0,67
0,70
0,89
2,63
0,66
1,133
4,133
0,106
0,81
0,43
1,114
0,97
2,45
0,61
0,58
0,108
0,51
1,19
0,53
0,82
0,97
1,85
2,113
0,74
0,24
2,54
1,114
2,75
7,83
1,56
5,191
1,101
0,180
0,15
0,43
0,21
0,52
1,65
1,47
0,88
1,83
0,106
0,53
1,159
0,68
2,43
1,113
0,45
0,99
0,50
0,48
0,66
1,44
2,61
0,68
0,33
0,28
1,101
0,33
1,45
1,94
0,18
0,23
1,54
0,25
0,41
0,22
0,34
0,86
3,100
0,51
0,137
0,35
1,30
0,20
2,115
0,91
0,69
0,39
0,86
0,52
0,125
1,131
0,56
0,40
0,50
1,106
0,68
0,45
0,112
5,90
2,51
0,89
0,35
1,104
2,40
5,73
1,78
1,44
2,44
10,104
11,112
3,61
1,37
0,32
1,60
0,19
0,73
0,21
0,64
0,50
0,46
0,3
0,40
0,57
0,34
2,105
0,51
0,36
0,77
0,65
1,53
0,48
1,42
0,196
0,269
0,67
4,116
0,138
0,76
0,76
4,110
0,47
5,108
6,88
1,66
0,51
5,94
1,67
5,117
0,32
0,46
0,71
0,91
0,28
0,119
0,60
0,116
0,82
1,86
0,121
0,67
0,70
0,89
2,63
0,66
1,133
4,133
0,106
0,81
0,43
1,114
0,97
2,45
0,61
0,58
0,108
0,51
1,19
0,53
0,82
0,97
1,85
2,113
0,74
0,24
2,54
1,114
2,75
8,83
1,56
6,191
1,101
0,180
0,15
0,43
0,21
0,52
1,65
1,47
0,88
1,83
0,106
0,53
1,159
0,68
2,43
1,113
0,45
0,99
0,50
0,48
0,66
1,44
2,61
0,68
0,33
0,28
1,101
0,33
1,45
1,94
0,18
0,23
1,54
0,25
0,41
0,22
0,34
0,86
3,100
0,51
0,137
0,35
1,30
0,20
2,115
0,91
0,69
0,39
0,86
0,52
0,125
1,131
0,56
0,40
0,50
1,106
0,68
0,45
0,112
5,90
2,51
0,89
0,35
1,104
2,40
5,73
1,78
2,44
2,44
11,104
11,112
3,61
1,37
0,32
1,60
0,19
1,73
0,21
0,64
0,50
0,46
0,3
0,40
0,57
0,34
2,105
0,51
0,36
0,77
0,65
1,53
0,48
1,42
0,196
0,269
0,67
4,116
0,138
0,76
0,76
4,110
0,47
5,108
6,88
1,66
0,51
5,94
1,67
5,117
0,32
0,46
0,71
0,91
0,28
0,119
0,60
0,116
0,82
1,86
0,121
0,67
0,70
0,89
2,63
0,66
1,133
4,133
0,106
0,81
0,43
1,114
0,97
2,45
0,61
0,58
0,108
0,51
1,19
0,53
0,82
0,97
1,85
2,113
0,74
0,24
2,54
1,114
2,75
8,83
1,56
6,191
1,101
0,180
0,15
0,43
0,21
0,52
1,65
1,47
0,88
1,83
0,106
0,53
1,159
0,68
2,43
1,113
0,45
0,99
0,50
0,48
0,66
1,44
2,61
0,68
0,33
0,28
1,101
0,33
1,45
1,94
0,18
0,23
1,54
0,25
0,41
0,22
0,34
0,86
3,100
0,51
0,137
0,35
1,30
0,20
2,115
0,91
0,69
0,39
0,86
0,52
0,125
1,131
0,56
0,40
0,50
1,106
0,68
0,45
0,112
5,90
2,51
0,89
0,35
1,104
2,40
5,73
1,78
2,44
2,44
11,104
11,112
3,61
1,37
0,32
1,60
0,19
1,73
0,21
0,64
0,50
0,46
0,3
0,40
0,57
0,34
2,105
0,51
0,36
0,77
0,65
1,53
0,48
1,42
0,196
0,269
0,67
4,116
0,138
0,76
0,76
4,110
0,47
5,108
6,88
1,66
0,51
5,94
1,67
5,117
0,32
0,46
0,71
0,91
0,28
0,119
0,60
0,116
0,82
1,86
0,121
0,67
0,70
0,89
2,63
0,66
1,133
4,133
0,106
0,81
0,43
1,114
0,97
2,45
0,61
0,58
0,108
0,51
1,19
0,53
0,82
0,97
1,85
2,113
0,74
0,24
2,54
1,114
2,75
8,83
1,56
6,191
1,101
0,180
0,15
0,43
0,21
0,52
1,65
1,47
0,88
1,83
0,106
0,53
1,159
0,68
2,43
1,113
0,45
0,99
0,50
0,48
0,66
1,44
2,61
0,68
0,33
0,28
1,101
0,33
1,45
1,94
0,18
0,23
1,54
0,25
0,41
0,22
0,34
0,86
3,100
0,51
0,137
0,35
1,30
0,20
2,115
0,91
0,69
0,39
0,86
0,52
0,125
1,131
0,56
0,40
0,50
1,106
0,68
0,45
0,112
5,90
2,51
0,89
0,35
1,104
2,40
5,73
1,78
2,44
2,44
11,104
11,112
3,61
1,37
0,32
1,60
0,19
1,73
0,21
0,64
0,50
0,46
